movie_name,id,short_comment,score,comment_time,votes
沙丘,朝暮雪,保罗给人们讲故事，有一个渔人被淹死了。他话还没说完，人们就迫不及待地打断他：还有淹死这种死法？杰西卡说：在我出生的地方，水从天上落下来，汇入大河，流过大地，还有辽阔的海洋，一望无际，看不到海的另一边。导致周围的人群发出一片叹息。他们生活在被沙漠覆盖的星球，他们想象不到什么是淹死，想象不到什么是下雨。所以他们决定展开一项宏伟的计划：改造沙丘。他们肯定看不到沙丘变得宜居的那一天了，但他们相信，他们的子孙、他们子孙的子孙……总有一天能看到。那时，人们不需要再穿着笨重的蒸馏服，不需要回收死者的水分。那时，水不再昂贵，他们想喝水的时候就能喝水，想洗澡的时候就能洗澡。这不正是我们现在过的生活吗？没错，你所浪费的今天，正是他们苦苦奢望的明天。你觉得平淡无奇的现在，正是他们做梦都梦不到的生活。,5,2021-10-22 21:40:25,635
沙丘,大聪,维伦纽瓦做到了！《沙丘》也应该是他目前最快节奏讲述故事的影片了(笑)。人物的信念感通过精湛的表演瞬间拉近观众真实感距离，沙丘世界在辽阔的远景和细腻的特写来回中构建出丰富和立体感，大胆的科幻设定和生态学完美结合并运用到极致，剧情通过梦境去制造悬念带出最强戏剧张力，即使看过小说依然能被银幕上的家族兴衰所吸引和震惊。影片能把《沙丘》小说上半部压成2个半小时实属不易，许多繁杂的世界观设定通过精炼的电影语言在画面交错间就交代干净，虽然牺牲了些许角色的银幕时间，但却建立起最具温度和复杂的主角保罗。汉斯季默配乐再次放飞自我，而且依然很…喧闹高分贝，混音师为了平衡所有声音可以考虑申请加工资了。《沙丘》或许不是最商业的电影，也不是最文艺的电影，但却是把商业和文艺还有文学凝聚在一起，再次努力推向极致的电,5,2021-09-16 23:35:16,662
沙丘,孔府小鱼,观众们在插科打诨的流行商业软科幻喜剧和勉力为之总缺一口气的小成本科幻电影的困境里挣扎多年之后，的确难得地收获了一部科幻史诗。整部电影堪称巨大物恐惧症患者的灾难，无论是太空还是厄拉克斯广袤的沙漠场景，对渺小人类的视觉冲击力很强，营造了一种类似宗教的极其神秘的氛围。对非原著读者的观众来说，适当进行了概念灌输，而这些灌输又不显得赘余。演员搭配其实也蛮香，甜茶的少年感还符合年龄设定，和丽贝卡的母子cp也有些好嗑，另外奥斯卡的肉体也是全片很绝的一个镜头。现在全心期待后续，拜托原人马搞快点。,4,2021-09-04 10:17:57,575
沙丘,木卫二,一甲子辉煌的科幻殿堂作品，要电影改得富有新意，注定是不可能的。它的许多元素，早已经被其他电影偷师化用。而且，我对电影的观看好奇，完全来自纪录片《佐杜洛夫斯基的沙丘》。喜欢的事物，是2D IMAX的飞行器，复古机械的厚重实在，枯燥单调荒无人烟的沙漠背景。至于故事要套莎翁王子复仇记，还是撒哈拉蓝眼睛的柏柏尔人，乃至将来必定要发生的人均塔利班，战争机器开动，反杀皇帝，都是个人随兴所至。或者这么讲，我只要想要隔壁厅的战争爆破场面，再随便对比下这部电影的片段，就能得出来结论，《沙丘》是建立在“美”的追求和审视上。你说美是形式，是凹造型，或者大又空都行。但它的黄沙滚滚，飞天蜻蜓落地螳螂，感觉就是一帧一帧的美。,4,2021-10-22 22:50:08,317
沙丘,王大根,得亏《基地》先上了，闷到哈欠连天时，一想到《基地》就觉得：《沙丘》，史诗👍🏿,4,2021-10-22 16:17:47,278
沙丘,偏时差,目测至少得拍五部………视觉上的呈现非常好，是电影技术水平发展的成果，也是导演本身确实是当代最适合拍科幻史诗电影第一人。但沙丘的故事，虽然我没看过原著，仅就此序篇看起来还是略旧了。（技术和思想/叙事发展不是同步前进的，过去技术跟不上，现在故事太古典又觉得不够有惊喜。）当然总体观感还是很不错的，甜茶真是天赋异禀可现代可古典可王子可二流子瘦成这样演动作戏也不违和，一众演员都不错，谁能想到最垮是张震………,4,2021-09-16 02:02:19,303
沙丘,《远离人类》,我不懂了，不上8.5我就不懂了。这音效、视觉、情节还不够绝吗？,5,2021-10-24 22:58:16,467
沙丘,舌在足矣,在各种廉价爆米花电影充斥主流商业片的今天，还能看到这么一部如此古典叙事且代表着好莱坞最高制作水准的巨作，简直就如同目睹恐龙再次横行于地球。虽说本片仅是系列序幕，着重于铺陈世界观，但独立成章亦属上乘，起承转合都挑不出什么毛病。至于汉斯·季默的配乐，再多的赞美在如此恢弘的音乐面前都是苍白的,4,2021-10-08 02:13:56,414
沙丘,阿子,万万没想到，扑翼机只要一出来我就忍不住想哭，因为觉得某老师一定会喜欢这种大蜻蜓一样的飞机，一定会抓着我的手摇晃说这个东西太好玩了！旁边的人要是看到我每次看到扑翼机都在抹眼泪估计会觉得这个人有什么问题。,5,2021-10-22 13:12:31,265
沙丘,亵渎电影,没想到维伦纽瓦导演用这样的方式在拍《沙丘》，本质上这属于欧美市场最有受众的青少年电影，受众零门槛的商业电影，导演的个人美学风格辨识度非常高。艺术指导、服化道、配乐和特效都在凸显它的史诗感，在打造一场技术上的视听盛宴，属于那种为大银幕而生的电影。本着上下部的拍法，这个剧本在技巧上非常专业，它把宏大的沙丘世界观融入到了叙事和台词的细节里，一边铺垫，一边营造戏剧张力。这时候维伦纽瓦的导演功力充分的体现了出来，他用剪辑来制造节奏感，史诗感和人物的情绪张力，为了人物的情绪张力，有意削弱了视听刺激，做反高潮的剧作处理，成功的在这样的商业巨制里保留了属于他的作者风格。,4,2021-10-22 21:35:52,248
沙丘,frozenmoon,科幻有时候不是让人感慨想象力的浩瀚，反而会让人慨叹想象力的有限。这故事无非就是帝国派出自己的一支力量去中东打一场石油战争的框架，然后面临了文化冲突，恐怖主义和各种势力得抵抗与合作，还发生了某种文明和制度试探性的融合。形式上就是《疯狂麦克斯》+《降临》，蒸汽朋克混搭意识穿透。很多人觉得这么高度发达的文明还用冷兵器很可笑，其实不然，越是写未来的事就越需要有当下我们熟悉的东西作为支撑，不然，一切都会变得飘浮。,4,2021-10-23 17:09:21,195
沙丘,Shah  ོ,公元10191年，女人出门仍要蒙面🐶,4,2021-10-19 10:28:58,371
沙丘,CyberKnight电子骑士,极为出色的改编！可谓吃透了原著，又展现了导演强烈的个人风格。古典绘画、雕塑式的极简主义构图，低饱和度画面，用升格镜头来营造仪式感强烈的场景，以特写将角色的情绪外化（升格和特写镜头略显过多），沉默的宏大物体映衬着人在命运面前的渺小和乏力，反高潮的动作场面设计，打破俗套的三幕剧模式……这已经不是画面精美能概括了，是完善的美学体系的呈现。其美学与沙丘的故事、角色极为契合，全片充满莎翁剧式的张力和诘问，也满怀着悲悯。《沙丘》绝非简单的复仇故事，保罗从开始对救世主身份的抗拒到慢慢开始接受，但始终恐惧于这个称号将带来的战争、流血以及被神化。用“宫廷斗争”几个字远远不能概括未来沙丘故事的走向。非常期待导演能把影片拍成六部曲，打造科幻电影的新一代经典系列，达到《指环王》在奇幻电影中的境界！,5,2021-10-23 23:43:56,184
沙丘,寒枝雀静,C / 最大的优点是确实拍出了一些“沙之力”。沙被描述为一种流动与凝定、平面与深渊之间最高强度的融合。因而既能在寂静中蕴蓄杀戮，又能吞没浩大的喧嚣——或者说，沙不需要“身体”，因而无时无处不是它的“身体”。主人公作为与沙之力相角逐之“人”，则极度需要这种运动形态的嬗变来弥补因为剧本残缺所造成的叙事能量萎缩。但不幸的是：维伦纽瓦赋予了很多配角刹那间的姿态，却仅仅给予了主角一些过于飘忽的目光与面孔——然而最后一场戏没有身体的力量真的能成立吗？这苍白的打斗完全无法幻化为一种仪式，而仅仅沦为引入下文的一个补丁。面对沙虫那深邃的凝视，必须以同等厚重的沉默回敬之。,4,2021-10-19 23:35:19,125
沙丘,黑白郎君南宮恨,在中国很可能会扑街，不对大众“口味”抱有希望，只希望全球成绩能看到续集希望。影院二刷后还是觉得不过瘾，因为第一遍看完一头雾水后找了很多知识点补课，二刷时体验极佳，一点也不无聊了（没错第一遍看得也有点犯困）而且在观影时也有更多精力放在听上！总之二刷回票值得～,5,2021-10-21 19:03:53,226
沙丘,nkinki,到底哪儿不好看了 ,5,2021-10-28 15:56:20,206
沙丘,hang 🍬,虽然期待很高很危险 但是仍然没有太垮 鼓掌,5,2021-09-03 20:11:59,137
沙丘,猫你爪子嘛,竟然被拉到7分，这不比漫威电影好太多了？作为一部科幻老古董，单人装甲和蜻蜓式飞行器也很让人亮眼，另外张震造型太像满大人了。。。,5,2021-10-22 19:45:17,296
沙丘,浮生在路上,为什么两个多小时的电影，节奏还这么慢，竟然没看够……，是什么这么引人入胜？,5,2021-10-24 22:10:05,229
沙丘,熊阿姨,全程被汉斯•季默的象牙匕首顶着喉咙，听他嘶吼：我大不大！我大不大？！,4,2021-10-29 23:17:44,96
沙丘,VeniVidi,最大感想:中国电影害得走多少年才能在审美构图设计与打光这种工业实力上与他们达到平起平坐的水平啊。。。,4,2021-10-23 00:09:06,190
沙丘,三分糖,打五星是因为不能接受它只比长津湖高0.5分,5,2021-10-29 22:42:56,227
沙丘,你读书少♂,为了能看到续集，我赶紧打了个五星。IMAX DNA级别制作，可惜我没能看IMAX，hans zimmer配乐太牛逼了，维伦纽瓦拍起地理地貌来有塔可夫斯基的范儿。古典文学气质，全片没有高潮，全是崇高！就像老百京没有公路，全是地道！另外甜茶他妈太好看了，甜茶也好看，甜茶和他妈都好看。,5,2021-10-22 15:47:08,269
沙丘,青山行止,"没有了解过小说，可以说是脑袋空空来看电影的。然后我爽麻了。是amezing的程度。很维，就是说那些跟2049一脉相承的无垠空间，巨大飞行器，在你灵魂上开演奏会的bgm…都很要我命的意思。""命运，预言，天选""三件套，一路跌宕一路逃亡一路死人的熟悉味道。总的来说，电影真的拍很美，也说得我这样一个一无所知的路人算是清楚。很期待接下来继续。就完全是我喜欢的节奏跟审美啊！",5,2021-10-23 16:00:44,179
沙丘,闭眼拍照小天才,可以的，没看过小说电影用2个半小时能讲完前部分还是可以的，没有生硬也没有太多不熟悉的东西而导致影响观感~,5,2021-09-03 19:34:21,115
沙丘,欢乐分裂,3.5；一部大银幕观看会加分的电影，声效和美术都值得赞美，俯瞰镜头中飞速旋转的沙坑漩涡，仿佛是透过屏幕「窗口」窥见的平行未来，一种造梦的晕眩；沉默如迷的呼吸，不安推进的视角，悚然静立的巨物，巨大空间内的深沉回音像是人类内心恐惧的回声，维伦纽瓦独有的气氛营造配合一再出现的「恐惧」主题甚是相得益彰，流金的沙如水漾起，构图和光影风格依然携有2049的余味。文本也仍是弱项，古典式悲剧发生在遥远的太空时代，如同超科幻设定下依然冷兵器相搏的矛盾，考虑到大众层面的认知，反复强调“the one”+故事线被提取得通俗直白而失之余味；忠诚与背叛，牺牲与屠戮，在血的残酷里迎来新生的洗礼，这一切都在梦境中预言了；「沙丘」宇宙的序幕，期待续曲。,4,2021-10-22 17:50:23,88
沙丘,办公室甜心,前半段balenciaga 后半段rick owens 权当apocalypse时装概念片也不错看,5,2021-09-16 06:43:42,91
沙丘,奇爱博士,难以想象维伦纽瓦构筑了一个多么大的宇宙：按照这个改编进度，至少还能再拍四五部一样体量的续集。很显然维伦纽瓦在这之中投射了相当多在以往作品中进行过的尝试：《降临》中的巨大物体，《银翼杀手2049》中的顶级视听，皆在《沙丘》中复现。正如所有古老的传说故事那样，一段关于命运的叙事就此展开：承载了家族负重的少年将怎样长大成人？一部属于我们这个时代的史诗巨制正由此缓缓展开。,4,2021-10-18 17:53:02,81
沙丘,海淀影评媛,大，特别大。大构图，大留白，“大”节奏，“大”音乐，“大”声效，大场景，大怪物。我仿佛听到导演在创作会上拍着桌子对各部门长说，“除了甜茶可以小帅风，其他的东西都要大！”,5,2021-10-24 15:39:25,134
沙丘,柴斯卡,实话说设定宏大角色众多，完全不了解的观众，上来可能会懵。但看了一会儿我好像明白了，这是一部“帝国与中东”架构的影片，资源的丰饶与环境的险恶，虎视眈眈的帝国与充满神秘力量的local，机械设定也充满苏式重工气息。沙丘场景值回票价。其他部分怎么说呢，就是导演能拉来这些投资，在这个漫威时代干这个，是特别大的本领。作为视觉大制作，卡头怼脸景别、仪式感走位、POV镜头多到有点离奇，占据全片三分之二以上，可能这是一种风格？,4,2021-10-18 01:24:51,61
沙丘,xiliang,不知道为什么那么多人说故事推进慢，对我来说全程都很精彩hh而且配乐可是汉斯季默这怎么睡得着hhh,5,2021-10-24 17:17:52,146
沙丘,ex machina,简言之，更适合在魔戒&哈波之间倾向于魔戒的那类观众 aka完美避开路人和文青的G点。 原作一直号称“极难改编”以及总被拿来对标魔戒不是没有原因的，二者都属于倚重世界观构筑而非故事抓人。巨量篇幅用于不厌其烦地白描弗雷曼人风俗信仰等方方面面（而对叙事技巧兴趣寥寥，不太考虑读者阅读体验，爱读不读啃不动拉倒hhh） 国内nerd相对极少，无怪乎哈波受众远多于魔戒。沙丘除了劝退路人，也缺乏文青偏爱的那种文艺腔调而不方便搬出来装点人设，而未来古典画风亦不投“硬科幻”原教旨主义者胃口 。维导本身风格又偏内敛克制，不似Jodorowsky那般放飞自我至“qj”原著；以及反高潮的结尾：既非路人喜闻乐见的爽片，也不戳文青G点。路人看不懂喷装x，文青当作爆米花特效片来嫌弃，有些陷入两头不讨好的尴尬局面。,5,2021-10-22 07:21:13,97
沙丘,Low on space.,期待他拍完整个系列吧。,5,2021-09-04 00:32:30,238
沙丘,南极家暴观察员,"I don’t like sand. It’s coarse, rough, irritating, and it gets everywhere. 完了朋友们，我竟然很喜欢。我竟然很喜欢这种神神叨叨恶魔低语的感觉。两个半小时拍了这么点简单剧情，太奢侈了，导演不愧是当红炸子鸡，挥金如土。再感叹一遍，因为非常简单所以非常奢侈，每一帧都情感饱满，给你充足的时间去沉浸和休息（。我完全理解有人不喜欢，并双手同意你们不喜欢的理由，但我的体验竟然还不错。丹尼斯应该去拍星战前传，一定能把阿纳金黑化拍好（。",4,2021-10-22 21:47:36,78
沙丘,亲爱的松狮,绝了，银翼杀手×降临×异星灾变×异形×现代启示录×阿拉伯的劳伦斯×星球大战。一反商业大片狂堆视觉特效和战斗场面的策略，仅靠剪辑和配乐就给人无比伦比的沉浸式体验。汉斯季默有史以来最好的配乐，没有之一！抱着看主题公园式好莱坞大片的期待，结果看到了恢弘磅礴的史诗之作！,5,2021-09-16 04:38:51,137
沙丘,你饱,感谢豆瓣评分拉低我的期待值。本人非常喜欢，非常buy it.说不上来，就是觉得节奏感符合我的呼吸，观感上也是美学巅峰。但心里也清楚大概很多人是不喜欢的，这种电影在受众上有它的局限性，就是喜欢的很喜欢，不喜欢的就不喜欢的那种。甜茶可长得太好看了！以及非常喜欢配乐，这个电影的氛围就是只有配乐才能成立。,5,2021-10-29 01:42:02,112
沙丘,私享史,Masterpiece！Splendid！Tremendous！激动到发抖！作为一部节奏舒缓、毫无高潮的科幻史诗的序幕，竟然能拍到如此之好！一直在想最后应该会展现传说中吊足了观众胃口的地下城奇观，竟然没有展现，导演若非胸有成竹自信爆棚，断然不敢如此嚣张！科幻片的一种高度原创的全新形态出现了！美术一百分！在黄蓝灰主色调里居然能做出这般的层次感！最后近乎黑白的破晓前夜景戏太敢太美！配乐一百分！风声中的沙子吹进了我的耳朵！甜茶一百分！天选之子的气质拿捏得死死的！IMAX一百分！二刷再去杜比影院瞅瞅！一刷【广州云门美亚IMAX COLA】二刷【东莞华南万达IMAX GT】三刷【佛山金沙洲万达杜比3D】,5,2021-10-24 13:11:43,60
沙丘,nobody💫,从第一幕皇帝派遣信使送任命开始 被画面震住了 配上汉斯季末的配乐 感官完全被打开 这完全不曾想象过的庞大异世界 维伦纽瓦替我们复制可视了出来 且156分钟没有一秒钟妥协。节奏稳的一比 两个半小时拍了个序又如何 如果能一直看到续作 是我的荣幸才对。,5,2021-10-24 09:18:08,123
沙丘,安安,史诗级的流水账（甜茶的脸比cmbyn时期还美）,4,2021-09-20 18:32:59,95
沙丘,圆首的秘书,原来维伦纽瓦之前拍的所有电影，都是在为这部做准备！已经不仅仅是忠实还原原著的问题，而是赋予了维伦纽瓦式造型想象力，是有很大可能像星战一样，催生出一个沙丘文化的巨制。我们这个时代的卢卡斯，我们这个时代的史诗之王。,5,2021-10-18 15:59:02,72
沙丘,陈小睡,一部真正的电影，能用上所有感受去认识一个陌生星球：视觉，听觉，触觉，嗅觉…短暂抛却现实，尽情驰骋声色；维伦纽瓦用镜头再造了厄拉科斯，那人体般的沙漠光影和深邃海浪间的沙海大虫奇观，让每个毛孔都浸泡在电影所能极尽给予的感官沉浸中，又不乏留白的余味，可以说是不负两个年度的期待。英雄折戟，祸起萧墙，写就的不单是王子复仇记，更是反英雄、反高潮的传奇；预言与梦境不单是少年呓语，也折射出天选人格的悲悯众生，诘问命运来处。未来之幻影，古典主义之内核，当代之维伦纽瓦。,5,2021-10-24 12:50:13,79
沙丘,激动如胖大海,各方面无懈可击，尤其在摄影和音乐的加持下一种不可抗拒的“钝”感迎面而来，烘托古典悲剧的魅力精髓，完美避开陈词滥调的陷阱。会期待更多，但不会觉得这一部意犹未尽,5,2021-10-25 20:44:26,87
沙丘,朝阳区妻夫木聪,千万不要带着看科幻爽片的期待去看，那样的话真的你想看的几乎都没有。感觉大概也只有牛蛙可以这么任性地用两个半小时来拍一个“序”了吧。故事其实没有门槛，张震总结的“宫斗片”其实很到位，甚至还不如平时看的宫斗剧费脑子，就是个很简单的复仇故事，套了个太空殖民的异域背景，但那种恢弘壮阔的感觉，并不是以往看的那种噼里啪啦的科幻片能给的，也不是说给你几个大远景就能说得清的。还是建议大家要去看IMAX2D，那个亮度饱和度还有情绪氛围的营造，是一般的设备很难提供的。看到最后我其实还是想到了Arrival，一个“明知结局依然欣然前往”的故事，虽然不及前者文本层次的深刻性，而且chosen to be the one的设定并不新鲜，但那种浪漫悲剧意识还是很让人动容的。期待传奇继续砸钱支持牛蛙拍续集，拍出来就是这个时代的指环王！（没有要拉踩的意思,4,2021-10-22 21:52:22,59
沙丘,seamouse,沙丘有看魔戒1的感觉了，记得当时有同学在旁边，结尾时惊讶问，“啊，就结束了吗？殊不知三小时已经过去了。”更何况，现在还是手机作为身体器官，随时分心的时代。,5,2021-10-23 01:25:43,44
沙丘,Peter Cat,对于这种经典文本和超大规模预算的制作，我反倒是觉得放大视听去做，是导演能平衡艺术和商业不多的方法。,4,2021-10-29 01:16:38,51
沙丘,阿德,还是熟悉的牛蛙，一定要刷IMAX，得去看原著补课了。,5,2021-10-20 11:02:40,44
沙丘,Syfannn,说老实话敢接手沙丘这样的史诗科幻的导演已经算是大冒险家大慈善家了。不同于当年佐杜洛夫斯基的艳丽设定，牛蛙走的是又慢又闷又哲学路线，一贯的荒芜空旷美学，观感类似一首正在吟唱的静穆的长诗，视觉的科幻和文本的古典相融。评论两极倒也正常，有人爱快跑，有人爱散步。我爱散步哈哈哈。有些遗憾如果H·R Giger还活着可能本片的视觉效果不止于此吧。,4,2021-10-22 19:26:00,54
沙丘,摸鱼的马戏团𓆡,史诗不史诗先不说，我个人很喜欢电影的美术。意犹未尽。,5,2021-10-24 20:20:59,80
沙丘,Maromia,[前情：看过5册半原著+了解维伦纽瓦]：杜拉斯说自己通过拍电影杀死写作，但维伦纽瓦的沙丘一定拯救了什么。站在回想原著且考虑市场的角度，觉得导演在每一个层面的选择都已经做到了最优，也对没看过原著的观众把门槛降到了最低。两个半小时不觉长，想跟着这个世界走很远很远。之前有一个纠结，在影响了后世这么多作品后，在21世纪20年代还要去影像化沙丘，我不太坚定它的意义，但看完却被一个最没有预设的情感击中：一种古典悲剧性的faith and determination。公爵表达厄崔迪家族：there are no calls that we won’t answer. 一句话在这个时代弥足珍贵。现在我相信：Long Live House Atreides!,5,2021-09-04 11:11:55,76
沙丘,节能少年胡小米,太好了，看热评，又一部能反应大众审美贫瘠的电影。,5,2021-10-22 19:16:27,72
沙丘,嵇澹,风起时，每粒尘埃的命运都已注定，恐惧如风，只有开启心灵之眼，先知才能屹立幻象混沌支点，洞悉未来。赫伯特留给影史的预言诞生为汉斯季默和维伦纽瓦双璧共振缔造的美学奇观，红公爵Pilot旧梦亦指引入沙丘史诗序曲的双关。大刀阔斧裁去赘余影像叙事的庞杂术语细节，情节节奏拆分重组后缓慢却高效的分幕累阶，建构续篇救世终战一砖一瓦的歌剧舞台。浸没感官的恢弘瑰丽，漫天巨浪的视听氛围，画面质感竟然恢复了原著文风的典雅厚重，伴随悠长古朴的吟唱波频，观影震撼体验如同沙虫被鼓槌唤醒，与呼吸共奏，同波浪沉浮。诸如公牛与斗士，掬水与捧沙的符号一经强化，生态诗篇长河中政教血亲种族的残杀分外渺小枉然。掠夺的同时给予，活着的同时死去，弥赛亚，穆哈迪，少年身躯里悲悯的苍老灵魂，终于在银幕上睁开香料熏染的眼眸，蓝中带蓝，永恒孤独。,5,2021-10-22 18:26:26,47
沙丘,RealityBites,OMG维伦纽瓦的美学杀我！这才是史诗大片该有的氛围感。近几年觉得汉斯季默的配乐有点烦，和诺兰拆伙之后和维伦纽瓦的合作很有惊喜，特别是几段极具神秘感的配乐像姐妹会的段落特别喜欢，有些时候还是觉得配乐有点没必要有点满。海王好帅哦！大虫子特效做的真不错。又美又恐怖又震撼的沙漠。战斗机和飞船样式是仿蜻蜓吗？哈哈,5,2021-10-22 22:10:24,46
沙丘,书绿,是想要半夜挖穿地球通到导演家看着他拍第二部的节奏！,5,2022-01-06 09:17:50,93
沙丘,非常不小心,震撼，应该是疫情以来最好的科幻电影，这里我要强调电影两个字，而不是科幻，尽管这是一部完全靠视觉语言推动的电影，然而科幻只能算是一具精美的躯壳。电影的每一帧都充满仪式感，这个仪式感不为剧情服务，只为阐述人类作为人类，本质上是由权力、财富，宗教和战争塑造出来的。电影的每一帧都写满政治隐喻。隐喻也不为剧情服务，只隐喻了人类作为政治动物，并揭示其毫不乐观的未来。电影的每一帧都浓缩了历史，浓缩了地球上你能知道的每个历史时期的帝国故事，如果这些帝国王子齐聚一堂观看本片，发出的叹息足以把影厅窒息。这个电影的确应该叫沙丘，因为最终埋葬人类的，就是DUNE。,5,2021-10-24 02:29:28,38
沙丘,小狗,7.5 茶你想没想过做梦是因为趴着睡压迫心脏,4,2021-11-06 19:30:35,62
沙丘,汽车大师,极致的科幻浩瀚美,5,2021-10-23 08:43:28,36
沙丘,月满轩尼诗,有不少观众觉得本片叙事节奏慢、故事单薄。这里面，有个对电影叙事的理解问题：大部分观众，习惯了好莱坞商业大片式讲故事的模式，即将情节前因后果，角色的目的、驱动力，人物关系，正反派的理念以及冲突核心等都交代得清清楚楚，甚至直接用对话或画外音讲出来。观众看电影时，基本不需要自己来理解、分析，这样才能跟得上如今越来越快速的情节和镜头。这种电影的故事复杂性，完全是外在的，是情节点的众多转折让观众产生故事丰富的感觉。而很多艺术电影的叙事需要观众参与，而不仅仅是观赏。这对观众就提出了较高的要求，会使一些观众产生“累心”的感觉。同时，商业大片里的情节往往是线性的，因果关系直接而简单。艺术电影里有很多看似和主线故事无关的情节，角色的某个行为也并不一定与故事的结果有关。可昨晚和老韩看完，仍心想这是什么玩意儿？,5,2021-11-06 12:05:49,51
沙丘,锂狸,天选之茶，传女不传男的吼功尚未练成。沙漠春药，闻到就会梦现佳人倩影，终弥得佳人，高出携手，俯瞰沙丘。,5,2021-09-17 05:14:31,59
