movie_name,id,short_comment,score,comment_time,votes
三千年的渴望,033,真的蛮喜欢的。爱不等于占有，爱是填补彼此，爱是还她和他自由，爱是你无法要求的礼物。,5,2022-09-25 00:04:16,5
三千年的渴望,雪来雪去,感觉围绕叙事学展开的结构的尝试特别有意思，和伊斯坦布尔的城市背景融为一体的一千零一夜的单元结构，和自证预言呼应的爱情线，以及讽刺现实理想不分的虚构现实模糊写作都好有自我批判意识,4,2022-09-04 00:01:12,1
三千年的渴望,托腮,挺可爱的,4,2022-09-16 00:01:42,0
三千年的渴望,toishiki,很克制的浪漫，是爱，是电磁，是火尘，是等待。,4,2022-08-26 10:22:49,6
三千年的渴望,小A,神神叨叨的啥玩意，想起了《神话》但其实没有很像，挺深邃的故事但两位主角没看出有化学反应，现代部分生活细节太落地导致整体失去神秘感。听说跟伊斯坦布尔有关我就看了，一开场我就晕了，哪家的飞机落地伊斯坦布尔机场之前顺着博斯普鲁斯海峡飞的？女主角第一次演讲完了走出来居然面对蓝色清真寺，她难道是在圣索菲亚大教堂做的演讲？另外托普卡珀皇宫当年的规矩是乐手在楼上助兴，苏丹和家人在楼下玩乐，乐手是不允许看到苏丹及其家人的，片子里乐手和许蕾姆苏丹在楼下，苏莱曼自己跑到楼上去了。,4,2022-09-23 23:21:34,0
三千年的渴望,余小岛,还挺喜欢的。浪漫、奇妙，是个美丽、迷人的故事。,4,2022-09-26 23:28:17,1
三千年的渴望,6㎡,3.5。傻逼哪里找，傻逼豆瓣找。傻逼年年有，今年特别多。看他妈什么片都男性凝视，傻逼，纯傻逼，真纯傻逼。,4,2022-10-01 16:01:20,1
三千年的渴望,永夏之人,挺美的,4,2022-09-17 22:23:54,0
三千年的渴望,岛上的夏奈,再没有一个城市比伊斯坦布尔更适合呈现精灵的故事了。,4,2022-09-29 22:17:32,0
三千年的渴望,kissの樱,重新解读“阿拉丁”，听完精灵的故事竟然许下了这样的愿望，可以说是“故事”在宇宙中的重要性和感染性（同杀戮国王的故事），男女主最终破解了每个许愿故事的悲剧结尾，形成反差。但同样是陌生人交心的戏码，这部似乎想要拔高到跨物种的爱的高度，但台词太高高在上，导致并没有Leo那样感同身受。,4,2022-09-25 15:03:35,0
三千年的渴望,Johnny Fung,从一位叙事学家的奇遇展开叙事已经给全片赋予了极强的生命力，整个剧本的编写也符合叙事学这一相对年轻的学科对现代故事创作的典型影响，展现了本体论强大的力量所在。这片子也能算是向大众介绍科普叙事学这一重要学科起到了不错的作用。故事本身也极有意思，比如那个穆斯林女知识分子向精灵许愿能得到知识之后，精灵居然抱来那么多书让她自己学，我也是没想到哈哈哈我以为一个特写眼前一亮就变身大智者了呢。叙事学家女主的愿望我也是没想到我以为她已经开悟了没想到居然还被困在爱的欲望中，好在是个Happy Ending看来编剧是个大善人。打算多刷几遍。,5,2022-09-28 03:20:42,1
三千年的渴望,笛中剑,我很喜欢的。作为写作者，我理解艾莉西亚一开始的怀疑论，至少一部分的情况会让我不愿意相信天上掉馅饼的情况。但同样的，对故事、对写作者而言最深的渴望，莫过于一份你未曾得到，但又吸引人的经历，渴望那种自然而成的爱情，渴望这种爱情身上的光环。显然，当艾莉西亚一开始说出她的第一个愿望时，精灵并没有完全爱上她（显然，它和她都是被伤害过的存在），但艾莉西亚并没有像泽菲尔那样要求——这显然也出于艾莉西亚所处的时代比之前略微富足，至少女性可以独立，而非不能独立——在许下愿望的时刻，精灵的愿望是否也被实现了呢？（原初的爱情故事）“爱情是一份礼物，是给予自我、自由的礼物，并非开口诉求就能得到的。”这并不应该是一个两性的爱情故事，而应该是爱情本身的部分。,5,2022-10-01 22:37:30,3
三千年的渴望,糖仙贝,不要恋爱脑就得到自由？这片子应该引进到内地 票房应该满好,4,2022-09-29 01:36:21,0
三千年的渴望,Devlali Number,故事之外的留白更令人沉醉，让醉的人更醉,4,2022-09-28 00:12:28,2
三千年的渴望,玉弓,很有电影感的一部爱情电影，也很动人。我喜欢。,5,2022-09-22 23:29:57,1
三千年的渴望,庸爻儿,31.8.2022 | @ Regal Majestic | 哦真是好可爱的一千零一夜式的故事。,4,2022-09-01 10:31:39,0
三千年的渴望,国王KING,3000年的故事。第一个愿望是精灵爱我一次。,4,2022-09-23 16:23:16,0
三千年的渴望,私恋失调,一个不错的神话故事，华丽的运镜给它带来一层特别的韵味。不过有点高开低走，历史的和魔法的部分很迷人，但是女主和精灵直接的感情我没感同身受。而且后面好几次我以为它要结束了，结果还有尾巴。,4,2022-09-20 23:42:59,0
三千年的渴望,littledepp,tilda swinton也太适合演这种有关永恒的时间与不朽的爱的故事了吧，谁没有想起《唯爱永生》和《奥兰多》。当她突然提出第一个愿望时，这故事便走向了让人意料之外的结局。这样一个视觉自由轻盈的故事，再加上儿时看天方夜谭时留下的对古波斯文明的向往，不是没有缺点，但让你看的觉得心头一暖。女人究竟想要什么呢，可能就是短暂生命中不朽的爱吧。,4,2022-08-28 03:41:34,1
三千年的渴望,猪脚脚,画面精美，构思古怪是真的，但是故事最后没说明白没站住也是真的，感觉什么都想说，但是又没说什么。讲永生的虚无还不如吸血鬼生活讲得好😂 但是话说回来，看乔治米勒讲故事依旧是一大享受。,4,2022-09-24 10:20:54,0
三千年的渴望,Page_Chen,当一个帮人实现愿望的精灵遇到一个无欲无求的人，也确实是天作之合。爱应该出于自由而非捆绑，故事诠释得很棒，只是前面精灵的故事与女主好像没什么关系，显得没用而冗长,4,2022-10-23 00:14:00,0
三千年的渴望,陈好康,关于叙事学、神话学的电影，观众若只把主人公的情谊看作是简单的世俗爱情反倒是轻慢了整个故事,4,2022-10-03 20:24:46,0
三千年的渴望,Spy Liu🌈,或许小朋友年龄大了，对爱情电影现在真的是毫无抵抗力，又是哭得泪流满面！蒙太奇厉害，转场一气呵成，让我们爱到天荒地老。爱是给予，不是要求，当我说你爱我的时候，爱就难以实现了。,4,2022-09-03 19:34:10,1
三千年的渴望,不留痕迹,视觉上还是非常享受的，用一千零一夜的壳讲述穿越三千年的孤独，浪漫而诗意，可以原谅乔治米勒为了这片子暂时搁置疯狂的麦克斯了。,4,2022-09-21 23:14:40,0
三千年的渴望,西域奇童,爱情不只属于年轻人，三千岁的精灵和五十多的教授一样可以擦出火花。故事很美，特别喜欢中东的场景。但故事本身有点老套。,4,2022-09-01 15:10:21,0
三千年的渴望,比多,我们的故事一般五千年起步。想象力的视觉呈现还是蛮厉害。故事也有点意思，妖怪略文艺了点。,4,2022-10-08 15:10:51,0
三千年的渴望,前后目的地,我好像有点能懂这种尝试性的关于“爱”的研究。“我可以请你爱我吗”本身就是一个很有意思的话题，甚至无关化学反应和刻板印象恋爱氛围。,4,2022-09-19 12:21:57,0
三千年的渴望,哦豁,挺喜欢看别人讲故事的电影,4,2022-10-06 15:14:21,0
三千年的渴望,梁燃,满分好评。一部文学家写给自己的情书。偏偏视觉效果还这么爆炸又克制，超一流的美术，超一流的用光和调色。,5,2022-10-04 01:44:15,0
三千年的渴望,星竹,George Miller在两部MAX之间的玩票之作 也可以理解在一堆深沉晦涩的戛纳主竞赛里这部非竞赛能得到好评 非常轻松地谈论中讲了不少有意思的童话故事 三段故事侧重也各有不同 第一段是纯粹的爱慕 第二段是王族夺权的政治戏 第三段是深陷爱中的奉献 Tilda和Idris的哲学对谈又回归到人类感情的基本——孤独的灵魂需要爱与关怀 短短一百分钟包罗着浩瀚之境 若是在电影院看 体验会更好 另外虽然没怎么刻意强调 电影对女性困境与智慧的描写很出色,4,2022-09-23 22:31:23,0
三千年的渴望,停云,202210我许下过，我经历过。,4,2022-10-19 19:10:44,0
三千年的渴望,完整通顺更重要,英国文化协会的文学学者，年过中年，伦敦小别墅，无父无母无子女，结过婚现在单身，研究方向是各民族早期神话故事，每年两次飞往全球各地开研讨会。如果你不知道测量和模拟气象数据的方法，你要如何解释雷暴的力量？你要怎么解释季节？海啸、微生物疾病……一切都是谜团，除了讲故事没有其他解决方法，故事曾经是让我们混乱的存在产生连贯的唯一方式。所有文化，希腊、罗马、北欧等等，都存在过特定的、强大的、互相有关系的神灵直到今天。神灵的目的是什么？我们对神灵还有什么要求？古时候我们讲神话故事，现在我们将科学叙述，早晚有一天所有的创世神话会被科学表达。女主礼貌、内向、自理、爱思索，让我很有亲切感。穿搭也很好看。精灵给女主讲了三个故事，都是关于女生想要啥的（longing），最后啥也不缺的女主表示想要爱，最后也达不成。,4,2022-10-20 21:15:42,0
三千年的渴望,Keigom,目前是今年最喜欢的电影了，原来我最喜欢的都是两个人碎碎念的类型。最后的解决竟然让我想到了星星的你。爱与被爱是最大渴望。,5,2022-09-25 21:43:30,2
三千年的渴望,RKO,3.5,4,2022-09-07 21:28:25,0
三千年的渴望,QQ的汤包,还可以，不明白票房为啥这么低,4,2022-09-16 11:04:56,1
三千年的渴望,Iron,近期难得有质量的好看的片子，久违的讲故事的感觉,5,2022-09-16 23:03:19,0
三千年的渴望,绿小野马,一个古典神话的现代阐释，从古到今，关于爱和孤独。,4,2022-09-30 00:00:04,0
三千年的渴望,少侠兄,这个愿望并不惊人，却让故事的走向变得很迷，可能在这一点上不符合很多人的观影预期，以至于评分竟然不太高,4,2022-10-04 16:03:05,0
三千年的渴望,子夜有人,这正是我想看到的那种，借用了旧的文化IP概念但完全拍得别开生面的电影。看到有人说“爱欲让一切落了下乘”实在感到悲哀，爱欲才是终极答案，命运也无法更改。,4,2022-10-05 03:11:22,1
三千年的渴望,chrisflorick,我喜欢这部电影，非常，它让我想起许多年前的一部日本神怪影片《童年轶事》，也让我回想起《天方夜谭》的那些故事，还有关于伊斯坦布尔的美好回忆。影片有很多奇趣的情节，美术设计非常的棒，舒适的调色，高低饱和度的各种颜色，都有精心的搭配，整部影片就像是一个画面优美故事舒缓的绘本。,5,2022-09-14 04:12:06,2
三千年的渴望,Jue,7分以上会比较合理点~ 虽然拍摄手法还是有趣的，但结构有点无聊，四平八稳。我个人是喜欢这种最传统叙事方式的：我给你讲个故事，故事里的人也有故事。但有些形而上的讨论不必用一种一本正经念台词的方式说出来，因为电影本身也在进行着自己的叙事，这种叙事里本就包含了这种讨论。（有的桥段过于无聊了，就算Tilda这样的演员都保不住。,4,2022-10-02 13:12:57,0
三千年的渴望,小羊不亦乐乎,三星半。前2/3很棒，中东浓丽氤氲的风情，故事也有些巧思。但是后1/3节奏很拖垮，总感觉要结束右结束不了。9/1去影院二刷了前2/3，让美好记忆留于此。,4,2022-09-02 11:12:38,1
三千年的渴望,康斯坦丁1900,人类自从认知革命成为人之后，所有的文明、意义、渴望都在故事里，在故事里有人从未变化的心理结构。,5,2022-09-23 15:54:53,0
三千年的渴望,梵顿Kirin,3.5星,4,2022-09-18 21:14:14,0
三千年的渴望,Red Joker,"《阿拉丁》&《一千零一夜》很喜欢这种fantasy，瑰丽的包装下有着sagas never die的内核。in this boring-to-death world,it shows us other beautiful possibilities hidden within undercurrents.最喜欢two brothers那个故事，喜欢后来穆拉得那把曾经斩杀无数的剑布满尘埃和蛛网的镜头。最后一幕让本人想起了小说loitering with intent的结尾：And so, having entered the fullness of my years, from there by the grace of God I go on my way rejoicing)",4,2022-09-29 11:52:45,0
三千年的渴望,xlL,我的愿望就是 成为TiLDa的DJin 陪她在樱草山散步 from time to time,5,2022-10-01 17:56:12,0
三千年的渴望,mdr skywalker,更像是听了几个一千零一夜里面的小故事，有大量的哲学问题，爱情观的探讨，乔治米勒在讲述每个故事的过程中都用非常成熟的剪辑，配乐和视觉效果来包装，然而在结尾的时候处理比较突兀，两个人莫名其妙的相爱缺乏一定说服力，虽然最后让写故事的人走入故事中的设计还是不错的。（7.5/10）,4,2022-10-03 20:44:21,0
三千年的渴望,黄兔君,很美的爱情故事。示巴女王看到所罗门王的美妙弹奏，喉头滚动，她心动了。女主听到高智商女和巨灵的爱情故事，也喉头滚动，她同样心动了。有些时候自以为的无所求，只是因为求不到，没有遇见那个刚好能撞在心口上的人。女主爱上巨灵是因为巨灵的博学和深情，巨灵遭遇过如此多的蠢人，难道这样冷静睿智的女主他会不喜欢吗？我觉得这部片子把爱情写的很美，很好诠释了灵魂伴侣。只是很多人想要的是魔神动作片罢了。另外，女主和高智商女的小习惯相同，难道是在暗示她是她的转世吗？,4,2022-09-22 18:50:26,0
三千年的渴望,防守三秒判点球,时间旅行者阿拉丁鲁密夜谈神话学家,4,2022-09-24 23:14:28,0
三千年的渴望,石室嗜食诗士,應無所住而生其心，以無所得為方便。,5,2022-09-26 20:24:29,0
三千年的渴望,lOoK At mE,简单粗暴,4,2022-10-11 23:22:29,0
三千年的渴望,圆首的秘书,3.5 固然是保守的剧作，乔治·米勒的调度能力似乎也被这样一个大时间小空间的故事限制住了，开头蒙太奇尚佳，后面逐渐丢失了精神。但没办法，还是被奇想、孤独和爱所打动。爱是不可得，爱是自由。,4,2022-09-21 21:38:19,2
三千年的渴望,拉拉西,这种解读起码比糟糕的肤色、不及格动作戏改动的更用心。有心的神明，比乱七八糟的宙斯，开地狱的耶稣。可爱多了,4,2022-09-20 23:21:38,0
三千年的渴望,KaiserSusi,『 8.0 A Love Story 一个“讲故事的”故事，一个热爱故事的人类，被一个充满故事的精灵吸引的故事，又可能是她幻想的故事，沉迷于所爱那么爱情最后不过是一个故事（烂尾了啊！）米勒视觉化呈现这些异域奇观的想象力，再以故事的形式讲述出来反正是把我抓住了（这片子除了阿尔巴和斯文顿全是素人演员？） 』,4,2022-09-22 00:14:28,1
三千年的渴望,杨凡之,和我想的差不多…,4,2022-09-23 00:15:16,0
三千年的渴望,茶杯里的猫。,灯神和他3000年来的女人们。比预想好看,4,2022-09-15 02:03:46,0
三千年的渴望,杜小德,前半部分真是看的特累，完全不理解精灵为什么能如此耐心的给一个人类讲那么多故事。但到女主许下第一个愿望，我慢慢能接受这种讲故事的设定之后，感觉还是挺好看，有些耐人寻味的。不过电影开始出场的那两个灵异人物，真的就只是打了个酱油。3.5颗星,4,2022-10-23 23:56:10,0
三千年的渴望,如喵,美妙的故事，精灵也孤独……,4,2022-09-25 21:58:43,0
三千年的渴望,Newt🌈,想了想还是写一点吧，看完没话说，故事确实简单，人物动机也很明确,4,2022-09-26 11:19:50,0
三千年的渴望,安萦,史诗般的神话。,5,2022-09-28 12:38:43,0
三千年的渴望,EE,独身女性的希望？最早的女王，是孤独的；女奴隶的愿望，是单纯的；女主的愿望，是自由意志难以实现的；结局的敏感才是重点吧，爱人与孩子，或者只有朋友；,5,2022-09-18 18:36:31,0
三千年的渴望,doherty,我是感觉还不错的 看似轻描淡写但又四两拨千斤 想象力多丰富啊 视听是至少没啥问题,4,2022-09-25 22:21:30,1
三千年的渴望,卸载烧高香,很后悔，在戛纳的时候没有观看这部电影,5,2022-09-25 14:37:55,2
三千年的渴望,小橘灯,把伊斯坦布尔的古代王国拍的很童话，想到一句话，苏丹的老婆叫苏丹红。,4,2022-09-24 19:49:37,0
三千年的渴望,豆乳玉柏麟,關於故事的故事，關於孤獨和渴望，關於救贖和詛咒，關於幻想與現實；伊斯坦佈爾部分的多重敘事結構非常棒，倫敦部分的愛情故事也很驚艷，視效和音樂不錯。充滿了奇幻的想象力。視覺效果實在是太太太驚艷了。人類情感的時間維度，不過仟年一嘆。原來人與精靈，都總對永恆抱有幻想。而只有敘事，會一直進行。喬治米勒極致的浪漫與孤獨。在某些時刻，比如此時孤身一人處於一種新環境中，而太陽終於在下了幾天雨之後的天空冒出頭來，會感受到對此般糖水俗套愛情的強烈情感需求，愛意隨時隨地在錶達，傾聽的個體關繫中迸發，時間歴史跨度成為噱頭，重要的是此刻和現在。,5,2022-10-28 11:10:22,0
三千年的渴望,Seungwu,为了这电影，我豆瓣实名认证了。不错的故事，有很多迷人的元素。反正看着不无聊,4,2022-10-17 04:47:17,0
三千年的渴望,随喜,什么是哲学？就是把神话与奇想进行系统化的思考。什么是神性？就是人的活生生加上哲思的亮晶晶。WYT,5,2022-09-21 10:45:39,0
三千年的渴望,度青,其实，我反而很喜欢。第一个故事是欲望，第二个是权力，第三个是爱情，第四个是孤独，如果运用一下达尔文的逻辑（尽管我知道线性逻辑不对），这几乎刚好就是发展进化的脉络，巧合的是，也贴近了各个故事背景里的主流思潮。孤独那段太好，虽然看似没有逻辑跳脱的就爱上一个人显得莫名其妙，但也正是孤独到了谁都可以（哪怕向神灯许个愿爱上自己），才是真的孤独。有很多关于爱的哲学，比如那种被需要的感觉反证了存在和意义，再比如“当我向你许愿爱我时，我就知道这消磨了你实现愿望的能量”。最后，在披着东方故事/文化的文本之下，形象的zz正确还是一种白人/父权凝视的。,4,2022-09-07 13:11:06,1
三千年的渴望,J.van,近来观影最棒感！高清数码摄影的视觉假感应用在这部童话片里出奇的合适，故事美术和音乐结合的绝对到位！导演厉害👍,5,2022-09-21 14:18:32,0
三千年的渴望,司徒晓橙,女性对自我的认知的挖掘，徜徉出一个陪伴，并且将这个陪伴对应成或者幻化成人，虚虚实实，实实虚虚，借用阿拉丁神灯神话的另外一种阐述方式，把自己的爱情观和故事以及那份孤独表达的清清晰晰。,4,2022-09-30 04:16:39,0
三千年的渴望,月光下的背影,刚好在自足的时候，却又刚好在思念的时候，与主角的感受不谋而合。,4,2022-10-03 22:12:40,0
三千年的渴望,DBAA,除却女主虚构的与精灵的爱情故事这个外衣，这部电影其实讲了三千年来女性的地位史（示巴女王本是统治者，轻易听信花言巧语后沦为了附属品，一个典型镜头就是doi时本是女上，之后所罗门压在了上面并把精灵封印。奴隶女死到临头都相信并依靠着男性的保护，许得愿望也是希望男人爱上自己希望自己怀孕。泽菲尔才华横溢但困于女性身份她只能当小老婆，根本没人想看或者相信她能做出这些。泽菲尔有个有趣的镜头，第一次伺候丈夫她呆如僵尸，得到了很多知识后她反将一军，坐在了丈夫身上，让他体验到了从未体验过的快感，并成功占据主动权，可谓性觉醒。最后到了我们女主的时代，她是个独立自强的学术大牛，但男人依旧会离她而去，她自以为不需要任何人，其实她只是想要个欣赏自己内在的人）加上精致绚丽的叙事，可以配得上四星，一直找剧情bug的就太瞎了,4,2022-09-21 02:02:22,1
三千年的渴望,小西而已,在某些时刻（比如此时孤身一人处于一种新环境中 而太阳终于在下了几天雨之后的天空冒出头来）会感受到对此般糖水俗套爱情的强烈情感需求 爱意随时随地在表达-倾听的个体关系中迸发 时间历史跨度成为噱头 重要的是此刻和现在,4,2022-09-22 11:33:11,0
三千年的渴望,彻夜疯歌,7.5 光怪陆离结尾疲软，前面的高潮迭起到最后泄了气。鉴于历史源流里的几个小故事还算喜欢，多给一星。Y,4,2022-09-29 21:52:57,0
三千年的渴望,不2良民,爱不是占有和控制，而是让他/她做自己——美而孤独的故事,5,2022-09-23 11:27:06,0
三千年的渴望,ponds,关于故事的故事，关于孤独和渴望，关于救赎和诅咒，关于幻想与现实；伊斯坦布尔部分的多重叙事结构非常棒，伦敦部分的爱情故事比较俗套；视效和音乐不错。,4,2022-09-24 11:07:21,0
三千年的渴望,Robin,单纯当故事来听的话也很不错啊，至少都能自圆其说。,4,2022-09-26 01:35:14,0
三千年的渴望,Lithium,四星半，半颗星扣给结尾的乏力。很喜欢！女主除了Tilda简直找不到更合适的人选,4,2022-10-09 22:55:49,0
三千年的渴望,月球百香果,喜欢悠长奇幻、泛着金色光芒、氤氲着木头香气的故事,4,2022-10-28 01:10:31,0
三千年的渴望,虎扑青年洪常秀,瓦解了夜莺之眼的叙事，且通过叙事本身，导演构建了三千年的思念。在前半部分的叙事阶段，导演通过四个故事阐述了对于叙事本身意义架构的思索。意义在于探索目的的达成，而达成目的的行为构成故事的意涵。因此，“意义”让故事等价于因果，因果同构于故事。精灵在前半段的叙事里相当于果，并且在因的阐释里，他构建了关于“爱”的叙事上的意义。同理，在后半段的前半部分，女主通过“爱”让故事发生在自己身上，其和精灵也构成了新的逻辑关系。一方面女主利用叙事让自我获得目的以至达成结果。另一方面，精灵通过践行他的使命获取自由。此时作为因的女主角通过精灵“三个愿望才能自由”的逻辑颠倒了“爱”作为果出现的意义。于是到这里，电影我再也看不懂了//挺精彩的一部学术电影//就是这种电影让好多懵懂无知的人总是以为学术男/女贼几把有钱。,4,2022-09-30 14:35:49,0
三千年的渴望,耿耿余淮,这片是我今年唯一能看进去的爱情故事了！让你一点一点慢慢的了解他们的爱情，不哗众取宠，没有韩剧的光鲜亮丽，更没有国产剧的海誓山盟，在真实与虚幻之间来回穿梭，最后的结局才让我明白精灵渴望是什么！,5,2022-09-19 22:03:49,7
三千年的渴望,2Mars,"【20200905】4.5. Narratives 的历史纵深感、人文关怀及其疗愈的功能，再配上精良的特效制作，让这部片子观感还不错。前三个故事的客观镜头，自旁白出现的那一刻开始，就变成了主观镜头 -- 作为narratologist，从故事的听者，逐渐成为故事的讲者，精灵穿梭在人类社会中寻找新的故事，也同女主创作她们二人的故事。透露出一些后设的意味。可能故事本身才是本片的主角，人类不该叫homo sapiens, 而是 homo narrativus。最后总觉得有些《柏林苍穹下》的关怀",4,2022-09-13 01:24:18,0
三千年的渴望,Zorro,爱情,5,2022-09-23 14:27:29,0
三千年的渴望,盆花盆花,很棒！很可爱！精灵女王就是要和精灵谈恋爱！不过tilda也是蛮惨，上回是吸血鬼两口子因为现代工业污染而死，这次是精灵爱人因为现代电磁波受折磨，现代科技真是害死精啊！怪不得建国以后都没有成精的了，生存条件太恶劣！,5,2022-10-11 22:52:30,0
三千年的渴望,Cancan,George Miller 太拿我了,4,2022-09-28 01:12:54,0
三千年的渴望,卡夫卡,蛮好看的，不一样的神灯故事，有点新意。,4,2022-10-08 23:20:47,0
